PID,Content,Aspect,Opinion,Sentiment
276790599071,"Item was as described. Shipping took longer than expected due to UPS but seller had it packed and shipped next day. Perfect transaction, except for UPS. Thanks",Shipping,longer,NEG
276790599071,"This item appears to fit very well, is new as described and a good price. Fast shipping from the seller, and I highly recommend this seller.",shipping,Fast,POS
276790599071,"Item was brand new. Shipping was a little on the expensive side. I purchased two items to be shipped in the same package from this seller and only one was sent. Seller is not responding about second item. My rating reflects this item alone. I contacted seller prior to sale to see if items could be combined and packaged together to reduce shipping charges and was told to place both items in my cart. Again, only 1 item was sent.",shipping charges,reduce,NEU
276790599071,Described exactly. Packaged very well and shipped fast. Would definitely buy from seller again!,shipped,well,POS
276790599071,Great part at a great price. Fast shipping and just as described and shown in the pictures. just what I have been looking for. .Definitely will buy from this seller again.,shipping,Fast,POS
276790599071,"Good seller. The item quality is pretty good for a reproduction part. For shipping, it needs better internal packaging. Like a foam wrapping inside. It was shipped in the manufacturer's box. The grille was cracked when received.",item quality,good,POS
276790599071,"Good seller. The item quality is pretty good for a reproduction part. For shipping, it needs better internal packaging. Like a foam wrapping inside. It was shipped in the manufacturer's box. The grille was cracked when received.",grille,cracked,NEG
276790599071,"Well-packed and delivered quickly for a fair price. I was worried when the hood arrived because there were visible chunks out of the sides and it looked like the hood would be going back. Even the truck driver thought it looked bad. We unpacked the hood and it was in pristine condition without any scratches, dents or bends. Ready for paint and installation. This was also the only seller I found who didn't charge more for shipping than the hood itself.",shipping,fair,POS
276790599071,"Excellent seller. Item was as described, packed carefully and shipped quickly. Would shop again.",shipped,carefully,POS
276790599071,Lightning fast shipping. Exactly as described. Reasonable cost on item and shipping. Worth repeat business,cost,Reasonable,POS
276790599071,Great price fast shipping great seller,price,Great,POS
276790599071,Great price fast shipping great seller,price,fast,POS
276790599071,Great price fast shipping great seller,shipping,fast,POS
276790599071,Great price fast shipping great seller,shipping,great,POS
276790599071,Awesome Ebayer Great price and Super fast shipping!,Ebayer,Awesome,POS
276790599071,Awesome Ebayer Great price and Super fast shipping!,Ebayer,Great,POS
276790599071,Awesome Ebayer Great price and Super fast shipping!,price,Great,POS
276790599071,"GREAT SELLER , BEAT EVERYONE'S PRICE WITH A BEST OFFER. FAST SHIPPING, HIGHLY RECOMMENDED!!!",PRICE,BEAT,POS
276790599071,Fast shipping product as described great value,value,great,POS
276790599071,Super fast shipping and just as described. Recommend seller!,shipping,fast,POS
276790599071,Fast shipping great ebayer well packed,shipping,Fast,POS
276790599071,Fast shipping great ebayer well packed,ebayer,great,POS
276790599071,Fast shipping great ebayer well packed,ebayer,well packed,POS
276790599071,As advertised great packaging and quick delivery,packaging,great,POS
276790599071,As advertised great packaging and quick delivery,delivery,quick,POS
276790599071,"as described, brand new, well packaged, very happy, great ebayer",ebayer,great,POS
276790599071,Great price. Shipping was super fast. Great Communication. Will buy from them again,Shipping,Great,POS
276790599071,"Great communication, Fast delivery as described",delivery,Fast,POS
276790599071,Great communication Fast delivery as described,communication,Great,POS
276790599071,Great communication Fast delivery as described,delivery,Great,POS
276790599071,Great communication Fast delivery as described,communication,Fast,POS
276790599071,Great communication Fast delivery as described,delivery,Fast,POS
276790599071,fast shipping good price i would buy from this seller again,shipping,fast,POS
276790599071,fast shipping good price i would buy from this seller again,price,good,POS
276790599071,"Great seller, item as described, packed well and shipped fast! Would definitely recommend.",packed,well,POS
276790599071,I would like to thank the seller for helping and sending a second item. The post office lost the first item. Greta customer service. Will buy from again.,post office,lost,NEG
276790599071,Item as described. Fast shipping and reasonable price.,shipping,Fast,POS
276790599071,Excellent product great price well packaged and fast shipping,price,Excellent,POS
276790599071,Excellent product great price well packaged and fast shipping,price,great,POS
276790599071,Excellent product great price well packaged and fast shipping,price,well packaged,POS
276790599071,Excellent product great price well packaged and fast shipping,shipping,fast,POS
276790599071,Very quick shipping. The fender gripper was well packaged and arrived in perfect condition. I bought this as a gift for my dad and he loved it. Thank you for an awesome transaction!,fender gripper,well packaged,POS
276790599071,Very quick shipping. The fender gripper was well packaged and arrived in perfect condition. I bought this as a gift for my dad and he loved it. Thank you for an awesome transaction!,fender gripper,loved,POS
276790599071,Well priced and safely packed for shipping,priced,Well,POS
276790599071,Well priced and safely packed for shipping,packed,safely,POS
276790599071,Well priced and safely packed for shipping,shipping,safely,POS
276790599071,Well priced and safely packed for shipping,shipping,safely packed,POS
276790599071,This item was well packaged and shipped quickly It was exactly what was in the description and was a good deal with a quality part . I am very pleased,shipped,well packaged,POS
276790599071,This item was well packaged and shipped quickly It was exactly what was in the description and was a good deal with a quality part . I am very pleased,shipped,quickly,POS
276790599071,This item was well packaged and shipped quickly It was exactly what was in the description and was a good deal with a quality part . I am very pleased,shipped,exactly,POS
276790599071,Item is just as described and silk screened not applied. Shipping was fast but cost high. I would definitely shop with again!,Shipping,fast,POS
276790599071,Item exact as described. Fast shipping ang great communications. All around great bayern!,shipping,Fast,POS
276790599071,Item exact as described. Fast shipping ang great communications. All around great bayern!,shipping,great,POS
276790599071,"Correct price and packaging, also the delay.",price,Correct,POS
276790599071,Top Notch service with superfish shipping and a great low price thank you so much,service,Top Notch,POS
276790599071,Top Notch service with superfish shipping and a great low price thank you so much,superfish shipping,Top Notch,POS
276790599071,Top Notch service with superfish shipping and a great low price thank you so much,price,great low,POS
276790599071,Top Notch service with superfish shipping and a great low price thank you so much,price,low,POS
276790599071,"Price a little high, item received as described, timely shipping and already installed with NO PROBLEMS",shipping,timely,POS
276790599071,Scott Drake not OEM so very good for its roots. Seller offered at outstanding price and very quick shipping!! Recommend Super Shops for your automotive products! Thank you again!,Scott Drake,not good,NEG
276790599071,"Item arrived in good condition and on time. My regret was that I had to return it because it did not fit. The Seller was very cooperative, sent the return label and my refund was returned once he received the item. I will purchase from him again.",Seller,not fit.,NEG
276790599071,As described shipped fast packed well,shipped,fast,POS
276790599071,As described shipped fast packed well,packed,well,POS
276790599071,"Fast shipping and item as described, great seller!",shipping,Fast,POS
276790599071,good price fast shipping good seller thank you,price,good,POS
276790599071,good price fast shipping good seller thank you,shipping,fast,POS
276790599071,Quick shipping and a good price. Would buy from again.,shipping,Quick,POS
276790599071,"Way better priced than LMC. Arrived on time, complete, and we'll packaged. Quality product.",priced,better,POS
276790599071,As described packaged well and shipped quick. Thanks Holley,packaged,well,POS
276790599071,As described quick ship great EBay seller,ship great,quick,POS
276790599071,As described quick ship great EBay seller,EBay,quick,POS
276790599071,As described quick ship great EBay seller,EBay,great,POS
276790599071,"Item as describe with fast free shipping , Excellent Seller, Thank you",shipping,free,POS
276790599071,"The item was out of stock when I purchased it. Supershops communicated the issue and asked if I wanted to wait for it to be back in stock or cancel the order. I was in no hurry, so I waited. It was shipped earlier than the expected ship date. Shift knob was exactly what I was expecting. Thanks!",Shift knob,exactly,POS
276790599071,"Outstanding carb, right sized with the features, vac sec and choke that were needed for this engine. Holley quality built with really nice quality parts and shiny finish. Looks impressive and works better. Well packaged and very fast shipping. Best seller around with the best prices. Buy here! Thanks.",sized,right,POS
276790599071,"Outstanding carb, right sized with the features, vac sec and choke that were needed for this engine. Holley quality built with really nice quality parts and shiny finish. Looks impressive and works better. Well packaged and very fast shipping. Best seller around with the best prices. Buy here! Thanks.",Holley quality,nice,POS
276790599071,"Outstanding carb, right sized with the features, vac sec and choke that were needed for this engine. Holley quality built with really nice quality parts and shiny finish. Looks impressive and works better. Well packaged and very fast shipping. Best seller around with the best prices. Buy here! Thanks.",works,impressive,POS
276790599071,"The box had been damaged and opened during shipping the wing was not damaged, but the pedestals were missing. The seller went over in above and even sent a new wing at his cost. Good people to deal with.",wing,damaged,NEG
276790599071,"Good price, Fast service and shipping. Thank you!",service,Fast,POS
276790599071,"Good quality item, brand new condition, looks great. Seller great communication, fast shipping. Thank you",quality,Good,POS
276790599071,"This worked perfectly to add a speedometer to my kids snowmobile. The price, shipping, etc... was all fantastic. Great seller!",speedometer,perfectly,NEU
276790599071,great product great price fast shipping friendly service,price,great,POS
276790599071,great product great price fast shipping friendly service,price,fast,POS
276790599071,great product great price fast shipping friendly service,shipping friendly,fast,POS
276790599071,great product great price fast shipping friendly service,service,friendly,POS
276790599071,"Great deal on this bed mat for my 1987 El Camino. Fits perfectly with full bed coverage. A lot heavier than it looks, which makes it even more sturdy! A very good transaction with quick shipping as well. Also good and timely communication. A great Business!",shipping,good,POS
276790599071,"Great deal on this bed mat for my 1987 El Camino. Fits perfectly with full bed coverage. A lot heavier than it looks, which makes it even more sturdy! A very good transaction with quick shipping as well. Also good and timely communication. A great Business!",shipping,quick,POS
276790599071,Came in as described and fast shipping great seller,shipping,fast,POS
276790599071,Came in as described and fast shipping great seller,shipping,great,POS
276790599071,Packaged well and shipped quick! Just as described. Thank you!,Packaged,well,POS
276790599071,"Came today, same as well as the Hooker Headers, great looking system and quality looks great! Great service and communicator!",system,great,POS
276790599071,"Came today, same as well as the Hooker Headers, great looking system and quality looks great! Great service and communicator!",quality,great,POS
276790599071,"Came today, same as well as the Hooker Headers, great looking system and quality looks great! Great service and communicator!",quality,Great,POS
276790599071,"Came today, same as well as the Hooker Headers, great looking system and quality looks great! Great service and communicator!",service,Great,POS
276790599071,Great seller. Great communication fast shipping !,shipping,fast,POS
276790599071,The picture hides the actual shape. In addition the picture doesn't show the zerk fitting required. I will keep it as a backup but disappointed as the lack of specifics left out by a pic. Part arrived quickly.,specifics,disappointed,NEG
276790599071,The picture hides the actual shape. In addition the picture doesn't show the zerk fitting required. I will keep it as a backup but disappointed as the lack of specifics left out by a pic. Part arrived quickly.,specifics,lack,NEG
276790599071,"High quality formats, exactly as described. Shipped quickly and carefully. Highly recommend this seller",Shipped,quickly,POS
276790599071,"High quality formats, exactly as described. Shipped quickly and carefully. Highly recommend this seller",Shipped,recommend,POS
276790599071,Excellent packaging fast shipping. Come as described,packaging,Excellent,POS
276790599071,"As described, fast shipping Great Ebayer!",shipping,fast,POS
276790599071,"As described, fast shipping Great Ebayer!",shipping,Great,POS
276790599071,"Extremely fast shipping, well packaged and customer service was really helpful when contacted.",customer service,helpful,POS
276790599071,Nice piece. Fast shipping. What I needed. Thank you for the excellent customer service. You answered my questions and concerns. Perfect.,customer service.,excellent,POS
276790599071,Great seller 5 STARS. Had to cancel order due to mistake on my end. Order canceled and refund issued promptly.,Order,mistake,NEG
276790599071,Great seller 5 STARS. Had to cancel order due to mistake on my end. Order canceled and refund issued promptly.,Order,canceled,NEG
276790599071,A trusted seller offering quality products for great prices. Quick response and shipping times. Buy with confidence!,response,Quick,POS
276790599071,"Looks great, Great price, Super fast shipping, Great customer service",customer service,Great,POS
276790599071,Item as described super fast shipping pleasure to deal with.,shipping pleasure,fast,POS
276790599071,"Fast Shipping , Nice Item , Great EBAYer !!",Shipping,Fast,POS
276790599071,"Fast Shipping , Nice Item , Great EBAYer !!",EBAYer,Great,POS
276790599071,Five stars fast shipping would use this seller again,shipping,fast,POS
276790599071,Product exactly as described. New and well secured for delivery,delivery,well secured,POS
276790599071,I had as described fast shipping,shipping,fast,POS
276790599071,Excellent value. Fast shipping and perfectly received. Many thanks!,shipping,Fast,POS
276790599071,Super fast shipping!!! Will buy from again!! Thank you!! Worked at Super Shops years ago Great prices and customer service!!,prices,Great,POS
276790599071,Item as described fast shipping,shipping,fast,POS
276790599071,excellent as described fast shipping thanks,shipping,excellent,POS
276790599071,excellent as described fast shipping thanks,shipping,fast,POS
276790599071,Great hat good shipping not as described hat is Grey not white !!!!,hat,Great,POS
276790599071,Great hat good shipping not as described hat is Grey not white !!!!,shipping,Great,POS
276790599071,Great hat good shipping not as described hat is Grey not white !!!!,hat,good,POS
276790599071,Great hat good shipping not as described hat is Grey not white !!!!,shipping,good,POS
276790599071,thank you. Very well packaged. fast shipping,shipping,fast,POS
276790599071,"As described, fast delivery",delivery,fast,POS
276790599071,Great parts and fast shipping. Was everything I was looking for with a good description.,parts,Great,POS
276790599071,Good shipping time and item as described. Thanks,shipping time,Good,POS
276790599071,came with instructions and nuts good seller,instructions,good seller,POS
276790599071,"Very fast shipping, great price and fantastic communication! Really appreciate you getting me the part as quick so I can get my truck back on the road!",price,great,POS
276790599071,Item as described fits perfectly fast shippment,shippment,fast,POS
276790599071,Shipped quickly as described,Shipped,quickly,POS
276790599071,Good price fast delivery,price,Good,POS
276790599071,Good price fast delivery,price,fast,POS
276790599071,Good price fast delivery,delivery,fast,POS
276790599071,Arrived on time good price,price,good,POS
276790599071,Fast delivery and great seller,delivery,Fast,POS
276790599071,Item arrived super fast and price was the best around at the time. Would buy again.,price,best,POS
276790599071,"Good price, fast shipping",shipping,fast,POS
276790599071,Fast shipping and Great Price,shipping,Fast,POS
276790599071,Fast shipping and Great Price,Price,Great,POS
276790599071,Great eBayer good quality fast delivery!,eBayer,Great,POS
276790599071,Great eBayer good quality fast delivery!,eBayer,good,POS
276790599071,"As described, packed well, shipped quick",shipped,quick,POS
276790599071,Extra filters for a good value. Packaging was good and no issues with them. Thanks,Packaging,good,POS
276790599071,Extra filters for a good value. Packaging was good and no issues with them. Thanks,Packaging,no issues,POS
276790599071,great seller fast shipping thank you,shipping,fast,POS
276790599071,Item described well and fast shipping,shipping,fast,POS
276790599071,Great price on this! Thank you for the fast shipping!,price,Great,POS
276790599071,"shipped quickly, good price",price,good,POS
276790599071,Great service fast shipping,service,Great,POS
276790599071,Great service fast shipping,shipping,fast,POS
276790599071,Great header gaskets-nicely boxed for safe delivery,delivery,safe,POS
276790599071,Excellent service from seller. Fast shipping! I would buy here again.,service,Excellent,POS
276790599071,Fast delivery and as described,delivery,Fast,POS
276790599071,As described and fast shipping,shipping,fast,POS
276790599071,good seller quick shipping,shipping,quick,POS
276790599071,Good price and shipping,price,Good,POS
276790599071,Good price and shipping,shipping,Good,POS
276790599071,"Excellent product , great price , fast shipment , highly recommend buying from Super Shops",price,great,POS
276790599071,"Excellent product , great price , fast shipment , highly recommend buying from Super Shops",shipment,fast,POS
276790599071,"Excellent product , great price , fast shipment , highly recommend buying from Super Shops",shipment,recommend,POS
276790599071,Great prices and fast shipping!,prices,Great,POS
276790599071,Quick easy transaction. Great price and fast shipping.,price,Great,POS
276790599071,"Great Seller, Item as Described, Fast Shipping",Shipping,Fast,POS
276790599071,"Quick shipping organized and packed well, great quality fitment and, great price thanks!",shipping,Quick,POS
276790599071,"Quick shipping organized and packed well, great quality fitment and, great price thanks!",shipping,organized,POS
276790599071,"Quick shipping organized and packed well, great quality fitment and, great price thanks!",quality fitment,great,POS
276790599071,"Quick shipping organized and packed well, great quality fitment and, great price thanks!",price,great,POS
276790599071,"item as described, prompt shipping",shipping,prompt,POS
276790599071,"Genuine Earls in the bags, nice. Good price and arrived early, great seller!",price,Good,POS
276790599071,Great price and shipping Thanx,price,Great,POS
276790599071,Great price and shipping Thanx,shipping,Great,POS
276790599071,easy purchase- very quick shipping -great seller,shipping,quick,POS
276790599071,Excellent transaction. Product arrived in Excellent news condition with exceptional shipping time,news condition,Excellent,POS
276790599071,Excellent transaction. Product arrived in Excellent news condition with exceptional shipping time,shipping time,exceptional,POS
276790599071,Awesome transaction fast shipping !,shipping,fast,POS
276790599071,as listed fast shipper,shipper,fast,POS
276790599071,great price and real fast shipping. I got my car back on the road.,price,great,POS
276790599071,Fast shipping awesome price.,shipping,Fast,POS
276790599071,Fast shipping awesome price.,shipping,awesome,POS
276790599071,Great eBayer super fast Shipping thank You,eBayer,Great,POS
276790599071,Great eBayer super fast Shipping thank You,Shipping,fast,POS
276790599071,Fast delivery as described,delivery,Fast,POS
276790599071,"Fast shipping and nice hat, exactly what was described. Thank you and Aloha!",shipping,Fast,POS
276790599071,Spring arrived early than what the original tracking delivery showed it's a good company to do business with the Springs increase the oil pressure and a big block Chevrolet because if you put a retrofit hydraulic or a mechanical roller cam in them you need that to make sure you get plenty of oil pressure going into your lifters this works very well good company to do business with,Springs,increase,NEU
276790599071,Spring arrived early than what the original tracking delivery showed it's a good company to do business with the Springs increase the oil pressure and a big block Chevrolet because if you put a retrofit hydraulic or a mechanical roller cam in them you need that to make sure you get plenty of oil pressure going into your lifters this works very well good company to do business with,oil pressure,increase,NEU
276790599071,Spring arrived early than what the original tracking delivery showed it's a good company to do business with the Springs increase the oil pressure and a big block Chevrolet because if you put a retrofit hydraulic or a mechanical roller cam in them you need that to make sure you get plenty of oil pressure going into your lifters this works very well good company to do business with,mechanical cam,well,NEU
276790599071,Spring arrived early than what the original tracking delivery showed it's a good company to do business with the Springs increase the oil pressure and a big block Chevrolet because if you put a retrofit hydraulic or a mechanical roller cam in them you need that to make sure you get plenty of oil pressure going into your lifters this works very well good company to do business with,oil pressure,well,POS
276790599071,Spring arrived early than what the original tracking delivery showed it's a good company to do business with the Springs increase the oil pressure and a big block Chevrolet because if you put a retrofit hydraulic or a mechanical roller cam in them you need that to make sure you get plenty of oil pressure going into your lifters this works very well good company to do business with,oil pressure,good,POS
276790599071,As described fast shipping,shipping,fast,POS
276790599071,good seller quick delivery,delivery,good,POS
276790599071,good seller quick delivery,delivery,quick,POS
276790599071,"Super fast shipping, great price and exactly what I needed.",price,great,POS
276790599071,"Super fast shipping, great price and exactly what I needed.",price,exactly,POS
276790599071,"No complaints! Great seller, better price than the Holley site.",price,better,POS
276790599071,"Top notch seller,quick shipping best price on the part I was looking four!",shipping,best,POS
276790599071,"Top notch seller,quick shipping best price on the part I was looking four!",price,best,POS
276790599071,"item as described, fast ship",ship,fast,POS
276790599071,"fast shipping, great seller. The edges around the cuts are a little sharp but I'm good with it",edges,sharp,NEG
276790599071,nice good price fast shipping,price,good,POS
276790599071,nice good price fast shipping,price,fast,POS
276790599071,nice good price fast shipping,shipping,fast,POS
276790599071,Fast shipping and great prices! Thanks again! Great seller! Would buy again and recommend.,shipping,Fast,POS
276790599071,Great seller fast shipping,shipping,fast,POS
276790599071,Great price and quick shipping. thanks,price,Great,POS
276790599071,As described - great deal - fast ship,ship,fast,POS
276790599071,As described Quick Shipping,Shipping,Quick,POS
276790599071,"Super fast shipping fair price, thanks!",shipping,fast,POS
276790599071,"Super fast shipping fair price, thanks!",shipping,fair,POS
276790599071,"Good seller, professional communication and fast shipping. Quality of item as well is great",communication,professional,POS
276790599071,"Good seller, professional communication and fast shipping. Quality of item as well is great",Quality,fast,POS
276790599071,"Good seller, professional communication and fast shipping. Quality of item as well is great",Quality,great,POS
276790599071,Return customer here. Always quick shipping on as-advertised items.,shipping,quick,POS
276790599071,Amazing price quick delivery great product thank you,price,Amazing,POS
276790599071,Amazing price quick delivery great product thank you,price,quick,POS
276790599071,The part is as described. Good quality and great value.,quality,Good,POS
276790599071,"ABSOLUTELY BEAUTIFUL chevy pickup tailgate molding trim... VIBRANT chrome and woodgrain are perfecto... AWESOME SELLER'S business morals, sales, service and communication... HIGHLY RECOMMEND this seller... and their PRIME PRODUCTS.",chrome,VIBRANT,POS
276790599071,"ABSOLUTELY BEAUTIFUL chevy pickup tailgate molding trim... VIBRANT chrome and woodgrain are perfecto... AWESOME SELLER'S business morals, sales, service and communication... HIGHLY RECOMMEND this seller... and their PRIME PRODUCTS.",service,RECOMMEND,POS
276790599071,Quality fitting as described. Recieved in good time via international post. Thanks,Quality,fitting,POS
276790599071,Quality fitting as described. Recieved in good time via international post. Thanks,Quality,Recieved,POS
276790599071,Extremely fast shipping box was pretty tore up and heavily damaged product was not damaged have not installed it yet but looking forward to it thanks again,shipping box,fast,POS
276790599071,Extremely fast shipping box was pretty tore up and heavily damaged product was not damaged have not installed it yet but looking forward to it thanks again,shipping box,tore up,POS
276790599071,Fast shipping great packaging awesome eBay store Just as described. Perfect item,shipping,Fast,POS
276790599071,Fast shipping great packaging awesome eBay store Just as described. Perfect item,shipping,great,POS
276790599071,Fast shipping great packaging awesome eBay store Just as described. Perfect item,packaging,great,POS
276790599071,Fast shipping great packaging awesome eBay store Just as described. Perfect item,packaging,awesome,POS
276790599071,"I haverordered from super shops multiple times and it is always an awesome experience. Super prices,great products, communication,and packaging . They always ship right away which is important to me.",packaging,Super,POS
276790599071,"I haverordered from super shops multiple times and it is always an awesome experience. Super prices,great products, communication,and packaging . They always ship right away which is important to me.",packaging,important,POS
276790599071,Fast shipping and well packaged perfect condition,shipping,Fast,POS
276790599071,Fast shipping good price. Thanks,shipping,Fast,POS
276790599071,Fast shipping good price. Thanks,shipping,good,POS
276790599071,Quick shipping and good prices,shipping,Quick,POS
276790599071,Quick shipping and good prices,prices,good,POS
276790599071,"Exactly as ordered, fast shipping but I feel shipping cost was very high.",shipping,fast,POS
276790599071,Great item fast shipping excellent transaction,shipping,fast,POS
276790599071,Great item fast shipping excellent transaction,shipping,excellent,POS
276790599071,As described fast shipping also,shipping,fast,POS
276790599071,Fast shipping great price,shipping,Fast,POS
276790599071,Fast shipping great price,shipping,great,POS
276790599071,Fast shipping great price,price,great,POS
276790599071,"Fast shipping , as described, great seller",shipping,Fast,POS
276790599071,Great prices and fast shipping,prices,Great,POS
276790599071,Great prices and fast shipping,shipping,fast,POS
276790599071,"Perfect finishing touch for my shifter! Fast shipping, great seller!",finishing touch,Perfect,POS
276790599071,Item was just as described. Shipping was fast,Shipping,fast,POS
276790599071,good part at a fair price with fast delivery,price,fair,POS
276790599071,good part at a fair price with fast delivery,price,fast,POS
276790599071,good part at a fair price with fast delivery,delivery,fast,POS
276790599071,very nice item and good price fast shipping.,price,good,POS
276790599071,very nice item and good price fast shipping.,price,fast,POS
276790599071,This company is as good as it gets. Easy to work with fast shipping. Had a part come damaged and he more than exceeded what I expected to make it right. Will definitely use again.,work,Easy,POS
276790599071,"As stated, excellent service",service,excellent,POS
276790599071,Great price. Super fast shipping and packing. Goodby Summit. Hello Super Shops,shipping,fast,POS
276790599071,"Product as described, fast shipping",shipping,fast,POS
276790599071,Great ebayer fast shipping thanks,ebayer,Great,POS
276790599071,Great ebayer fast shipping thanks,ebayer,fast,POS
276790599071,Great ebayer fast shipping thanks,shipping,fast,POS
276790599071,As described and lightning fast delivery,delivery,fast,POS
276790599071,Great price lightning fast shipping was a pleasure,price,Great,POS
276790599071,Great price lightning fast shipping was a pleasure,shipping,fast,POS
276790599071,Great Ebayer good Quality perfect condition good value for the buck and great appearance.,Ebayer,Great,POS
276790599071,Great Ebayer good Quality perfect condition good value for the buck and great appearance.,Ebayer,good,POS
276790599071,Great Ebayer good Quality perfect condition good value for the buck and great appearance.,Quality,good,POS
276790599071,Great Ebayer good Quality perfect condition good value for the buck and great appearance.,Quality,perfect,POS
276790599071,Great Ebayer good Quality perfect condition good value for the buck and great appearance.,value,good,POS
276790599071,Excellent item shipped quickly and well packaged! Five-stars!!!!,shipped,quickly,POS
276790599071,Good price and shipped quickly. Thanks!,price,Good,POS
276790599071,"Great quality. Condition is new, value is ok. seller responds quick",Condition,Great,POS
276790599071,"Great quality. Condition is new, value is ok. seller responds quick",value,quick,POS
276790599071,"Awesome seller, fast shipping and an amazing deal!!",shipping,fast,POS
276790599071,Good price fast shipping,price,Good,POS
276790599071,Good price fast shipping,shipping,fast,POS
276790599071,"Great service, price and product.",price,Great,POS
276790599071,Great transaction with fast delivery,delivery,fast,POS
276790599071,These fender covers are great And are a great value the look great on the car great quality arrived in great condition,fender covers,great,POS
276790599071,These fender covers are great And are a great value the look great on the car great quality arrived in great condition,value,great,POS
276790599071,These fender covers are great And are a great value the look great on the car great quality arrived in great condition,look,great,POS
276790599071,These fender covers are great And are a great value the look great on the car great quality arrived in great condition,quality,great,POS
276790599071,"Very nice, hard to find, priced right, packed well, shipped quick, would deal with again..",priced,hard,NEG
276790599071,Fast Shipping as described,Shipping,Fast,POS
276790599071,Happy with product Quick to ship would recommend buying from this Ebayer very happy,ship,recommend,POS
276790599071,Happy with product Quick to ship would recommend buying from this Ebayer very happy,ship,happy,POS
276790599071,Was accommodating with my purchase. And extremely quick response and shipping. Very pleased,response,accommodating,POS
276790599071,Was accommodating with my purchase. And extremely quick response and shipping. Very pleased,response,quick,POS
276790599071,Fast shipping definitely quality would definitely buy from them again,shipping,Fast,POS
276790599071,Awesome! Super Shops?!?!? I haven't shopped here since the brick and mortar days of the 1990s. So cool! Thank you very much. The part is perfect for this old 317 Lincoln. Well packed and speedy.,part,perfect,POS
276790599071,Item as described shipped fast,shipped,fast,POS
276790599071,Fast shipping great quality product and price.,shipping,Fast,POS
276790599071,Fast shipping great quality product and price.,shipping,great,POS
276790599071,"as listed, quick shipping",shipping,quick,POS
276790599071,Great protection for my car. Reasonably priced and smooth transaction.,protection,Great,POS
276790599071,Great protection for my car. Reasonably priced and smooth transaction.,priced,Reasonably,POS
276790599071,Great protection for my car. Reasonably priced and smooth transaction.,priced,smooth,POS
276790599071,I have a problem with my package It was damaged i got in touch with them and they respond fast thanks,package,problem,NEG
276790599071,I have a problem with my package It was damaged i got in touch with them and they respond fast thanks,package,damaged,NEG
276790599071,I have a problem with my package It was damaged i got in touch with them and they respond fast thanks,package,fast,NEG
276790599071,Fast shipping great customer service,shipping,Fast,POS
276790599071,Fast shipping great customer service,shipping,great,POS
276790599071,Fast shipping great customer service,customer service,great,POS
276790599071,Great price Great fit Fast shipping,price,Great,POS
276790599071,Great price Great fit Fast shipping,shipping,Fast,POS
276790599071,"Fast shipping, great service and was as advertised. Definitely would buy from here again.",service,great,POS
276790599071,"I give this seller 5 stars for item description, item price, speed of delivery and past customer feed back. Boxed package could stand a little more bubble wrap. New in box item waiting for cooler weather to do my tune-up. Thanks AMR.",weather,cooler,NEU
276790599071,Great reproduction part and made with thick steel also free shipping . I will definitely buy from this seller again.,steel,thick,POS
276790599071,Great reproduction part and made with thick steel also free shipping . I will definitely buy from this seller again.,shipping,free,POS
276790599071,As advertised great ebayer,ebayer,great,POS
276790599071,I ordered the shifter with the wrong card and the seller responded back to me quickly and understood my situation and refunded me the money back,shifter,wrong,NEG
276790599071,I ordered the shifter with the wrong card and the seller responded back to me quickly and understood my situation and refunded me the money back,card,wrong,NEG
276790599071,First order was damaged on receipt. I contacted customer care and they were able to provide a viable solution. Top rated seller. Thank you!,customer care,damaged,NEG
276790599071,Good product. Used it before. Quick shipping and a good price.,shipping,Quick,POS
276790599071,Great prices and fast shipping. Super shops always delivers!!,prices,Great,POS
276790599071,"item as described, fast shipping",shipping,fast,POS
276790599071,Great price and fast shipping,price,Great,POS
276790599071,Great price and fast shipping,shipping,fast,POS
276790599071,Thank you for fast shipping and a reasonable price!,shipping,fast,POS
276790599071,Works great good price fast shipping,Works,great,POS
276790599071,Works great good price fast shipping,price,good,POS
276790599071,Works great good price fast shipping,price,fast,POS
276790599071,Works great good price fast shipping,shipping,fast,POS
276790599071,"As Advertised, Fast Shipper",Shipper,Fast,POS
276790599071,"Excellent transaction, Great to deal with. Fast shipping",shipping,Fast,POS
276790599071,Looks to be a quality item. Complete kit for cab at a great value. Fast shipping Thanks,shipping,Fast,POS
276790599071,item as described at a fair price and fast shipping,price,fair,POS
276790599071,item as described at a fair price and fast shipping,shipping,fast,POS
276790599071,Excellent communication and excellent product. Super fast delivery,communication,Excellent,POS
276790599071,Excellent communication and excellent product. Super fast delivery,delivery,fast,POS
276790599071,"looks great, fast shipping, fair price",price,fair,POS
276790599071,Fast delivery. Part was as described. Well made like all Canton products. Good communication for shipping and delivery. Would use this seller again. Great price even with shipping.,shipping,Good,POS
276790599071,Fast delivery. Part was as described. Well made like all Canton products. Good communication for shipping and delivery. Would use this seller again. Great price even with shipping.,price,Great,POS
276790599071,Fast response and delivery,response,Fast,POS
276790599071,Fast response and delivery,delivery,Fast,POS
276790599071,"Awesome product,great packaging a 10 out of 10 and fast shipping Thank you.",shipping,fast,POS
276790599071,System looks perfect fast shipping great price.,System,perfect,POS
276790599071,System looks perfect fast shipping great price.,System,perfect fast,POS
276790599071,System looks perfect fast shipping great price.,System,fast,POS
276790599071,Fast shipping. Great Ebayer,Ebayer,Great,POS
